线路编码,线路名称,设备编码,内部编码,车牌号
,,05P2J005,P2J-005,沪Z-PJ555
,,05P2J006,P2J-006,沪Z-PJ666
,,05P2J007,P2J-007,沪Z-PJ777
,,05P2J008,P2J-008,沪Z-PJ888
,,05P2J009,P2J-009,沪Z-PJ999
,,05P2J010,P2J-010,沪Z-PJ010
,,05307005,307-005,沪X-00005
,,05307006,307-006,沪X-00006
,,05307007,307-007,沪X-00007
,,05307008,307-008,沪X-00008
,,050TST50,S0D-336,沪B-05947
,,05AR7291,T9A-145,沪A-R7291
,,05AS4560,T9A-169,沪A-S4560
,,05AS3798,T9A-194,沪A-S3798
,,05AT0233,T9A-228,沪A-T0233
,,05AS7081,T9A-520,沪A-S7081
,,05AP4222,S0A-017,沪A-P4222
,,05AR1183,S0A-057,沪A-R1183
,,05AS2360,S0A-069,沪A-S2360
,,05AS2300,S0A-080,沪A-S2300
,,05AS2863,S0A-091,沪A-S2863
,,05AQ7243,S0B-304,沪A-Q7243
,,05AS7406,S0C-016,沪A-S7406
,,05B71643,X0B-053,沪B-71643
,,05AH2008,S2A-045,沪A-H2008
,,05AH3709,S2A-054,沪A-H3709
,,05AK2477,S2C-111,沪A-K2477
,,05AK3241,S2C-119,沪A-K3241
,,05AK6875,S2C-143,沪A-K6875
,,05AS2849,S0A-090,沪A-S2849
,,05AL7126,S0B-005,沪A-L7126
,,05AQ7261,S0B-307,沪A-Q7261
,,05AS7502,S0C-012,沪A-S7502
,,05B01922,S0D-216,沪B-01922
,,05B01918,S0D-231,沪B-01918
,,059L2177,W9A-042,沪B-79145
,,05AS7078,T9A-519,沪A-S7078
,,05AS7086,T9A-522,沪A-S7086
,,05AS7108,T9A-524,沪A-S7108
,,550K0105,W0A-013,沪B-15990
,,05TST001,S0D-188,沪A-T9705
,,550K0252,S0C-036,沪A-S7442
,,22AU3860,JLK-021,沪A-U3860
,,22AU3729,JLK-017,沪A-U3729
,,5520013F,S0D-137,沪A-T9445
,,0500017F,X7A-003,沪B-42612
,,5520002F,S0D-171,沪A-T9698
,,059L2344,X9B-008,沪B-17357
,,22D34183,DN-001,沪D-34183
,,22D38778,DN-002,沪D-38778
,,059L2082,X9B-014,沪B-17300
,,050TST51,S0D-130,沪A-T9142
,,5520006F,S0D-087,沪A-T7890
,,05T99995,S0D-195,沪A-T9668
,,5520008F,S0D-132,沪A-T9402
,,5520005F,S0D-086,沪A-T7847
,,5520003F,S0D-140,沪A-T9423
,,5520001F,S0D-141,沪A-T9450
,,5520004F,S0D-174,沪A-T9541
,,05AK8061,S2C-168,沪A-K8061
,,05AS4459,T9A-175,沪A-S4459
,,059L1902,X9B-012,沪B-17145
,,05AS4608,T9A-183,沪A-S4608
,,050J0624,X9B-025,沪B-17423
,,050TST37,W9B-001,沪B-D9541
,,05P2J001,P2J-001,沪Z-PJ111
,,05T99994,S0D-062,沪A-T7043
,,05AK8113,S2C-159,沪A-K8113
,,05AK7987,S2C-160,沪A-K7987
,,05AK8136,S2C-162,沪A-K8136
,,05AK8120,S2C-164,沪A-K8120
,,05AK8137,S2C-165,沪A-K8137
,,05AK8108,S2C-167,沪A-K8108
,,05AQ7385,S0B-310,沪A-Q7385
,,05AS7418,S0C-024,沪A-S7418
,,05B00581,S0D-211,沪B-00581
,,05AT0241,T9A-226,沪A-T0241
,,05AS7083,T9A-521,沪A-S7083
,,050G0107,X9B-020,沪B-17402
,,059L2228,X9B-088,沪B-26745
,,05AK8092,S2C-171,沪A-K8092
,,05AS1767,S2D-022,沪A-S1767
,,05AS3869,T9A-192,沪A-S3869
,,05TST102,S0D-298,沪B-03909
,,05AH3681,S2A-051,沪A-H3681
,,059L2073,X9B-083,沪B-27047
,,260L0094,W9A-041,沪B-79137
,,059L2391,X9B-263,沪B-60148
,,05AR7377,T9A-153,沪A-R7377
,,05AS4572,T9A-181,沪A-S4572
,,05AS4441,T9A-188,沪A-S4441
,,05TST005,X9B-026,沪B-17353
,,05B00707,S0D-208,沪B-00707
,,05B05941,S0D-330,沪B-05941
,,05AH1998,S2A-039,沪A-H1998
,,05AH3728,S2A-057,沪A-H3728
,,05AK3197,S2C-118,沪A-K3197
,,05AK7951,S2C-163,沪A-K7951
,,05AT4995,S0D-039,沪A-T4995
,,05AP4157,S0A-013,沪A-P4157
,,05AS2896,S0A-094,沪A-S2896
,,05AK2395,S2C-106,沪A-K2395
,,05AS4566,T9A-167,沪A-S4566
,,05AS6945,T9A-503,沪A-S6945
,,05AH3772,S2A-067,沪A-H3772
,,05AK6800,S2C-133,沪A-K6800
,,05AR1173,S0A-056,沪A-R1173
,,05AS2253,S0A-078,沪A-S2253
,,550TST17,S0C-032,沪A-S7277
,,550K0234,S0C-035,沪A-S7485
,,55AH6139,S2C-076,沪A-H6139
,,05AD6684,S2A-028,沪A-D6684
,,05B01900,S0D-232,沪B-01900
,,05AS2723,S0A-083,沪A-S2723
,,55B04836,S0D-307,沪B-04836
,,059L1928,X9B-033,沪B-24167
,,5520027F,S2C-089,沪A-H6157
,,05AT8241,N7A-035,沪A-T8241
,,5520028F,S2C-202,沪A-P8343
,,050TST65,S0D-321,沪B-04810
,,050TST15,S0D-048,沪A-T7236
,,5520031F,S2C-201,沪A-P8241
,,55AS6642,P1B-193,沪A-S6642
,,55AT8306,P1B-203,沪A-T8306
,,55AH6086,S2C-062,沪A-H6086
,,050K0124,S0D-297,沪B-03951
,,05AH3683,S2A-052,沪A-H3683
,,05AR1151,S0A-053,沪A-R1151
,,05AS7423,S0C-022,沪A-S7423
,,05B00547,S0D-203,沪B-00547
,,55AH6081,S2C-075,沪A-H6081
,,05AS2368,S0A-070,沪A-S2368
,,55AD6538,S2A-001,沪A-D6538
,,55B07130,S0D-355,沪B-07130
,,55AH6120,S2C-071,沪A-H6120
,,55AD6586,S2A-015,沪A-D6586
,,05TS9997,S0D-196,沪A-T9716
,,55AH2499,S2A-016,沪A-H2499
,,550K0210,S7A-014,沪BL1387
,,550J0592,S7A-015,沪BL1341
,,050K0235,S0D-068,沪A-T7836
,,05AS7446,S0C-025,沪A-S7446
,,050A0151,S0D-067,沪A-T7806
,,05AS6985,T9A-505,沪A-S6985
,,05AK6783,S2C-130,沪A-K6783
,,05AH3726,S2A-056,沪A-H3726
,,55B04735,S0D-314,沪B-04735
,,55AK7029,S2C-158,沪A-K7029
,,05AS7417,S0C-011,沪A-S7417
,,05TST110,S0D-155,沪A-T9630
,,050K0112,S0D-082,沪A-T7740
,,059L2075,X9B-082,沪B-26651
,,05AT8199,N7A-026,沪A-T8199
,,05AP4168,S0A-015,沪A-P4168
,,05AS2357,S0A-067,沪A-S2357
,,05AS7401,S0C-038,沪A-S7401
,,059L1924,X9B-076,沪B-26749
,,05AK3178,S2C-116,沪A-K3178
,,05AP4233,S0A-021,沪A-P4233
,,05AS2243,S0A-061,沪A-S2243
,,05AS2372,S0A-072,沪A-S2372
,,05AS2362,S0A-082,沪A-S2362
,,05AL7023,S0B-001,沪A-L7023
,,05AQ7323,S0B-313,沪A-Q7323
,,05B02875,S0D-255,沪B-02875
,,05B05940,S0D-329,沪B-05940
,,05AH3775,S2A-068,沪A-H3775
,,229L0617,L0A-001,沪B-01077
,,2200022F,L0A-002,沪B-01085
,,05AK8017,S2C-170,沪A-K8017
,,05AS1612,S2D-018,沪A-S1612
,,05AS4469,T9A-160,沪A-S4469
,,05AS3832,T9A-189,沪A-S3832
,,05AR7376,T9A-152,沪A-R7376
,,05AK6831,S2C-136,沪A-K6831
,,05AK2377,S2C-104,沪A-K2377
,,05AS7421,S0C-039,沪A-S7421
,,05AH3776,S2A-069,沪A-H3776
,,05T99986,S0D-248,沪B-02788
,,059L1766,X9B-037,沪B-24189
,,05B01869,S0D-233,沪B-01869
,,05B03862,S0D-263,沪B-03862
,,05TST002,S0D-300,沪B-03950
,,05B00752,S0D-213,沪B-00752
,,05B01935,S0D-228,沪B-01935
,,05AS7062,T9A-515,沪A-S7062
,,05AS7111,T9A-525,沪A-S7111
,,22FF8847,DN-005,沪F-F8847
,,059L1789,X9B-030,沪B-24211
,,05AS1759,S2D-008,沪A-S1759
,,05AS1693,S2D-010,沪A-S1693
,,05AS1746,S2D-012,沪A-S1746
,,05AS1440,S2D-013,沪A-S1440
,,05AS1720,S2D-015,沪A-S1720
,,05AS1750,S2D-019,沪A-S1750
,,05AS1745,S2D-021,沪A-S1745
,,05AS1709,S2D-024,沪A-S1709
,,05AS1719,S2D-025,沪A-S1719
,,220L0217,L2B-006,沪B-46943
,,059L2148,X9B-264,沪B-60141
,,050E0116,X9B-197,沪B-51248
,,05AS4576,T9A-178,沪A-S4576
,,05AS4588,T9A-185,沪A-S4588
,,05AS3757,T9A-193,沪A-S3757
,,05AS3866,T9A-201,沪A-S3866
,,05T99980,S0D-113,沪A-T9235
,,05AS1743,S2D-016,沪A-S1743
,,05AR7302,T9A-146,沪A-R7302
,,05AR7411,T9A-157,沪A-R7411
,,05AS4552,T9A-168,沪A-S4552
,,050TST68,X9B-002,沪B-10708
,,050TST98,X9B-003,沪B-10710
,,05B10621,X9B-005,沪B-10621
,,059L2338,X9B-011,沪B-17421
,,050H0077,X9B-013,沪B-17406
,,05TS1009,X9B-017,沪B-17383
,,050A0103,X9B-023,沪B-17349
,,059L1767,X9B-031,沪B-24066
,,059L1683,X9B-032,沪B-24196
,,059L1752,X9B-035,沪B-24205
,,05AK8077,S2C-266,沪A-K8077
,,05AQ7358,S0B-302,沪A-Q7358
,,05AQ7247,S0B-312,沪A-Q7247
,,05AS7438,S0C-014,沪A-S7438
,,05AS7463,S0C-015,沪A-S7463
,,05AS7498,S0C-017,沪A-S7498
,,05AS7416,S0C-018,沪A-S7416
,,05AS7402,S0C-020,沪A-S7402
,,05AS7412,S0C-021,沪A-S7412
,,05AS7506,S0C-040,沪A-S7506
,,05AS7403,S0C-041,沪A-S7403
,,5520024F,S2C-086,沪A-H6062
,,050K0134,S0D-024,沪A-T5039
,,05AT8242,N7A-042,沪A-T8242
,,05AS2846,S0A-089,沪A-S2846
,,05AT9545,S0D-163,沪A-T9545
,,05B00737,S0D-199,沪B-00737
,,050A0148,S0D-251,沪B-02809
,,05AH3769,S2A-066,沪A-H3769
,,05AS3736,T9A-213,沪A-S3736
,,05AS7063,T9A-516,沪A-S7063
,,5520020F,S0C-031,沪A-S7305
,,5520021F,S0C-034,沪A-S7470
,,550F0026,S1B-001,沪B-36491
,,550E0252,S1B-006,沪B-36557
,,550K0284,ZZZ-333,ZZZ-333
,,559L1558,W0A-160,沪B-39642
,,05T99991,S0D-164,沪A-T9526
,,050K0111,S0D-168,沪A-T9627
,,05TE0003,S0D-183,沪A-T9678
,,05B00751,S0D-204,沪B-00751
,,05T99988,S0D-212,沪B-00575
,,05B01821,S0D-235,沪B-01821
,,55AH6149,S2C-081,沪A-H6149
,,55AH6153,S2C-082,沪A-H6153
,,55AH6107,S2C-083,沪A-H6107
,,55AH6027,S2C-091,沪A-H6027
,,55B03847,S0D-284,沪B-03847
,,55B03841,S0D-285,沪B-03841
,,55B03842,S0D-286,沪B-03842
,,55B03743,S0D-287,沪B-03743
,,55B03843,S0D-288,沪B-03843
,,55B03971,S0D-289,沪B-03971
,,55B03958,S0D-290,沪B-03958
,,55B03910,S0D-291,沪B-03910
,,55B03968,S0D-292,沪B-03968
,,55B03992,S0D-293,沪B-03992
,,55B04742,S0D-304,沪B-04742
,,55B04789,S0D-305,沪B-04789
,,55B04743,S0D-306,沪B-04743
,,55B04781,S0D-308,沪B-04781
,,55B04805,S0D-309,沪B-04805
,,55B04729,S0D-310,沪B-04729
,,55B04728,S0D-311,沪B-04728
,,55B04780,S0D-313,沪B-04780
,,55B04806,S0D-315,沪B-04806
,,55B05952,S0D-337,沪B-05952
,,55AD6659,S2A-007,沪A-D6659
,,55AD6681,S2A-011,沪A-D6681
,,55AD6638,S2A-012,沪A-D6638
,,55AD6652,S2A-013,沪A-D6652
,,55AK7130,S2C-149,沪A-K7130
,,55AK8080,S2C-173,沪A-K8080
,,55AK8115,S2C-174,沪A-K8115
,,55AT7913,S0D-085,沪A-T7913
,,55AT9601,S0D-177,沪A-T9601
,,55AT9616,S0D-178,沪A-T9616
,,55B07218,S0D-352,沪B-07218
,,55B07042,S0D-353,沪B-07042
,,55AR7220,P1B-051,沪A-R7220
,,55AR7125,P1B-052,沪A-R7125
,,05AK8096,S2C-166,沪A-K8096
,,05AL2408,T9A-010,沪A-L2408
,,05TS9998,S0D-079,沪A-T8132
,,050A0184,S0D-081,沪A-T7649
,,05B04808,X9B-001,沪B-04808
,,05AS2381,S0A-074,沪A-S2381
,,05T99987,S0D-166,沪A-T9539
,,05AS7035,T9A-511,沪A-S7035
,,059L2231,X9B-028,沪B-20261
,,05AH3765,S2A-065,沪A-H3765
,,050H0217,S0D-256,沪B-02790
,,05AS2312,S0A-081,沪A-S2312
,,05AS7443,S0C-023,沪A-S7443
,,05AS4442,T9A-212,沪A-S4442
,,05AD6590,S2A-026,沪A-D6590
,,220TST49,L0A-022,沪B-01228
,,05AS4587,T9A-182,沪A-S4587
,,05AS3847,T9A-198,沪A-S3847
,,05TST111,S0D-038,沪A-T4958
,,05AT9646,S0D-185,沪A-T9646
,,059L1793,X9B-036,沪B-24096
,,220H0136,L2B-004,沪B-47071
,,05AS1645,S2D-002,沪A-S1645
,,05AS1749,S2D-004,沪A-S1749
,,05AS1545,S2D-005,沪A-S1545
,,05AS1449,S2D-007,沪A-S1449
,,05AL7190,S0B-006,沪A-L7190
,,05AQ7342,S0B-301,沪A-Q7342
,,05AK2407,S2C-109,沪A-K2407
,,05AK2479,S2C-112,沪A-K2479
,,05AK6883,S2C-144,沪A-K6883
,,05AK7975,S2C-161,沪A-K7975
,,05AK7982,S2C-169,沪A-K7982
,,05AS1532,S2D-006,沪A-S1532
,,05AS1547,S2D-011,沪A-S1547
,,05AS1710,S2D-017,沪A-S1710
,,05AS1672,S2D-020,沪A-S1672
,,05AR7213,T9A-140,沪A-R7213
,,05AR7242,T9A-141,沪A-R7242
,,05AR7260,T9A-143,沪A-R7260
,,05AR7342,T9A-149,沪A-R7342
,,05AR7381,T9A-155,沪A-R7381
,,05AR7428,T9A-158,沪A-R7428
,,05AS4625,T9A-161,沪A-S4625
,,05AS4589,T9A-174,沪A-S4589
,,05AS4558,T9A-180,沪A-S4558
,,05AS4561,T9A-186,沪A-S4561
,,05AS3841,T9A-191,沪A-S3841
,,05AS3797,T9A-197,沪A-S3797
,,05AS3731,T9A-203,沪A-S3731
,,05AS3733,T9A-206,沪A-S3733
,,05AS3747,T9A-208,沪A-S3747
,,05AT0275,T9A-225,沪A-T0275
,,05AS7011,T9A-508,沪A-S7011
,,05AS7059,T9A-514,沪A-S7059
,,05AS7090,T9A-523,沪A-S7090
,,05B10543,X9B-007,沪B-10543
,,55AS5581,P1B-171,沪A-S5581
,,55AR4271,P1B-026,沪A-R4271
,,55AR4392,P1B-027,沪A-R4392
,,55AH2509,S2A-018,沪A-H2509
,,55AH2412,S2A-019,沪A-H2412
,,55AH2507,S2A-022,沪A-H2507
,,55AH2516,S2A-023,沪A-H2516
,,05AR7318,T9A-148,沪A-R7318
,,05AR7345,T9A-150,沪A-R7345
,,05AR7368,T9A-151,沪A-R7368
,,05AR7379,T9A-154,沪A-R7379
,,05AR7388,T9A-156,沪A-R7388
,,05AS4486,T9A-159,沪A-S4486
,,05AS4519,T9A-162,沪A-S4519
,,05AS4612,T9A-163,沪A-S4612
,,05AS4579,T9A-165,沪A-S4579
,,05AS4555,T9A-172,沪A-S4555
,,05AS4443,T9A-173,沪A-S4443
,,05AS4522,T9A-176,沪A-S4522
,,05AS4600,T9A-179,沪A-S4600
,,05AS4581,T9A-184,沪A-S4581
,,05AS4533,T9A-187,沪A-S4533
,,05AS3840,T9A-190,沪A-S3840
,,05AS3873,T9A-195,沪A-S3873
,,05AS3852,T9A-196,沪A-S3852
,,05AS3761,T9A-199,沪A-S3761
,,05AS1721,S2D-003,沪A-S1721
,,05AS1483,S2D-014,沪A-S1483
,,050E0849,X9B-096,沪B-27169
,,050J0661,X9B-100,沪B-27199
,,2200001F,S2A-085,沪A-D7866
,,55AH6091,S2C-079,沪A-H6091
,,55AH6087,S2C-080,沪A-H6087
,,05AP4073,S0A-008,沪A-P4073
,,05B00703,S0D-214,沪B-00703
,,05B01936,S0D-217,沪B-01936
,,05B01916,S0D-219,沪B-01916
,,05B01901,S0D-220,沪B-01901
,,05B01899,S0D-225,沪B-01899
,,05B01845,S0D-226,沪B-01845
,,05AS2271,S0A-063,沪A-S2271
,,05AQ7329,S0B-308,沪A-Q7329
,,05B00673,S0D-205,沪B-00673
,,05B01931,S0D-229,沪B-01931
,,05B03942,S0D-262,沪B-03942
,,05AH3722,S2A-055,沪A-H3722
,,55AH6042,S2C-092,沪A-H6042
,,55AP8316,S2C-204,沪A-P8316
,,05AK7996,S2C-172,沪A-K7996
,,05AS1593,S2D-023,沪A-S1593
,,05AK2391,S2C-105,沪A-K2391
,,05AK2399,S2C-107,沪A-K2399
,,05AK2400,S2C-108,沪A-K2400
,,05AK2466,S2C-110,沪A-K2466
,,05AK2506,S2C-113,沪A-K2506
,,05AK3196,S2C-117,沪A-K3196
,,05AK3117,S2C-129,沪A-K3117
,,05AK6785,S2C-131,沪A-K6785
,,05AK6872,S2C-142,沪A-K6872
,,22B26969,JLK-007,沪B-26969
,,059L3003,X0B-058,沪B-71349
,,05B71473,X0B-060,沪B-71473
,,05322332,testhfl,322332
,,05AS3782,T9A-202,沪A-S3782
,,05AS3863,T9A-204,沪A-S3863
,,05AS3839,T9A-205,沪A-S3839
,,05AS3815,T9A-207,沪A-S3815
,,05AS3745,T9A-209,沪A-S3745
,,05AS3759,T9A-210,沪A-S3759
,,05AT0141,T9A-227,沪A-T0141
,,05AS6873,T9A-501,沪A-S6873
,,05AS6932,T9A-502,沪A-S6932
,,05AS6975,T9A-504,沪A-S6975
,,05AS7010,T9A-507,沪A-S7010
,,05AS7016,T9A-509,沪A-S7016
,,05AS7017,T9A-510,沪A-S7017
,,05AS7038,T9A-512,沪A-S7038
,,05AS7053,T9A-513,沪A-S7053
,,05AS7068,T9A-518,沪A-S7068
,,05B01909,S0D-234,沪B-01909
,,050H0187,S0D-246,沪B-02861
,,05B02863,S0D-247,沪B-02863
,,05B02840,S0D-249,沪B-02840
,,05B02847,S0D-250,沪B-02847
,,05B03750,S0D-257,沪B-03750
,,05B03963,S0D-258,沪B-03963
,,05B03930,S0D-260,沪B-03930
,,05B03990,S0D-261,沪B-03990
,,05B03891,S0D-264,沪B-03891
,,05B03870,S0D-266,沪B-03870
,,05B03989,S0D-267,沪B-03989
,,050A0090,S0D-295,沪B-03960
,,050K0114,S0D-296,沪B-03995
,,050K0170,S0D-299,沪B-03940
,,05B05975,S0D-328,沪B-05975
,,050TST25,S0D-367,沪B-07743
,,050TEST9,S0D-372,沪B-07793
,,55AK0966,S2C-096,沪A-K0966
,,55AK0995,S2C-097,沪A-K0995
,,55AK1045,S2C-098,沪A-K1045
,,55AK1051,S2C-099,沪A-K1051
,,55AK1056,S2C-100,沪A-K1056
,,55AK1073,S2C-102,沪A-K1073
,,55AK1017,S2C-103,沪A-K1017
,,55AK7028,S2C-145,沪A-K7028
,,55AK7092,S2C-146,沪A-K7092
,,55AK7141,S2C-148,沪A-K7141
,,55AK7091,S2C-151,沪A-K7091
,,05AH0507,S2A-034,沪A-H0507
,,05AH1918,S2A-035,沪A-H1918
,,05AH1955,S2A-037,沪A-H1955
,,05AH2017,S2A-046,沪A-H2017
,,05AH3647,S2A-050,沪A-H3647
,,05AH3693,S2A-053,沪A-H3693
,,05AH3735,S2A-058,沪A-H3735
,,05AH3737,S2A-059,沪A-H3737
,,05AH3749,S2A-061,沪A-H3749
,,05AH3751,S2A-062,沪A-H3751
,,05AH3760,S2A-064,沪A-H3760
,,05AH3777,S2A-070,沪A-H3777
,,05AH3779,S2A-071,沪A-H3779
,,050A0169,S0D-049,沪A-T7129
,,05T99983,S0D-050,沪A-T7275
,,050K0025,S0D-051,沪A-T7273
,,050H0161,S0D-066,沪A-T7761
,,050H0022,S0D-069,沪A-T7748
,,050BF201,S0D-070,沪A-T8552
,,050A0125,S0D-071,沪A-T8537
,,05TST104,S0D-072,沪A-T8515
,,05T90005,S0D-073,沪A-T8491
,,050K0052,S0D-075,沪A-T8922
,,05T11111,S0D-076,沪A-T8829
,,05TST121,S0D-077,沪A-T8451
,,050H0205,S0D-078,沪A-T8466
,,05TST109,S0D-198,沪A-T9686
,,05T11112,S0D-294,沪B-03959
,,050TES11,S0D-333,沪B-05935
,,55AH2456,S2A-024,沪A-H2456
,,55AH2523,S2A-025,沪A-H2523
,,05AR7142,T9A-139,沪A-R7142
,,05AR7270,T9A-144,沪A-R7270
,,05AS4570,T9A-164,沪A-S4570
,,05AS4591,T9A-177,沪A-S4591
,,05AS3837,T9A-200,沪A-S3837
,,05AS4536,T9A-211,沪A-S4536
,,05AS6992,T9A-506,沪A-S6992
,,05AS7066,T9A-517,沪A-S7066
,,05B10442,X9B-004,沪B-10442
,,050A0059,X9B-015,沪B-17352
,,059L1784,X9B-034,沪B-24178
,,059L1833,X9B-038,沪B-24042
,,059L2223,X9B-067,沪B-24101
,,05T99979,S0D-064,沪A-T7303
,,05B00667,S0D-207,沪B-00667
,,05AR7310,T9A-147,沪A-R7310
,,05AH1973,S2A-038,沪A-H1973
,,05AQ7325,S0B-306,沪A-Q7325
,,059L1711,X9B-081,沪B-26619
,,059L2059,X9B-086,沪B-27080
,,059L1774,X9B-085,沪B-27103
,,05AS4611,T9A-166,沪A-S4611
,,55AH6105,S2C-078,沪A-H6105
,,05AT8329,N7A-036,沪A-T8329
,,05AT8357,N7A-038,沪A-T8357
,,05AT8336,N7A-039,沪A-T8336
,,05AP4130,S0A-010,沪A-P4130
,,05AP4210,S0A-016,沪A-P4210
,,05AP4230,S0A-020,沪A-P4230
,,05AP4268,S0A-027,沪A-P4268
,,05AP4278,S0A-028,沪A-P4278
,,05AR1139,S0A-052,沪A-R1139
,,05AR1161,S0A-055,沪A-R1161
,,05AS2143,S0A-058,沪A-S2143
,,05AS2193,S0A-059,沪A-S2193
,,05AS2247,S0A-062,沪A-S2247
,,05AS2319,S0A-064,沪A-S2319
,,05AS2331,S0A-065,沪A-S2331
,,05AS2358,S0A-068,沪A-S2358
,,05AS2378,S0A-073,沪A-S2378
,,05AS2386,S0A-075,沪A-S2386
,,05AS2142,S0A-076,沪A-S2142
,,05AS2267,S0A-079,沪A-S2267
,,05AS2742,S0A-084,沪A-S2742
,,05AS2782,S0A-085,沪A-S2782
,,05AS2827,S0A-087,沪A-S2827
,,05AS2843,S0A-088,沪A-S2843
,,05AS2871,S0A-092,沪A-S2871
,,05AL7075,S0B-002,沪A-L7075
,,550TST13,X7A-001,沪B-42600
,,550TST33,X7A-002,沪B-42611
,,55AH2521,S2A-017,沪A-H2521
,,55AR4361,P1B-034,沪A-R4361
,,55AS5678,P1B-160,沪A-S5678
,,55AS5627,P1B-162,沪A-S5627
,,26B80485,WOA-136,沪B80485
,,050TST21,S0D-063,沪A-T7226
,,05AS7345,MD6-009,沪A-S7345
,,05AT8367,N7A-030,沪A-T8367
,,05AT9617,S0D-157,沪A-T9617
,,05B00733,S0D-206,沪B-00733
,,05B00637,S0D-210,沪B-00637
,,55AH6103,S2C-063,沪A-H6103
,,55AH6053,S2C-064,沪A-H6053
,,55AH6082,S2C-065,沪A-H6082
,,55AH6155,S2C-066,沪A-H6155
,,55AH6043,S2C-067,沪A-H6043
,,55AH6046,S2C-068,沪A-H6046
,,55AH6073,S2C-069,沪A-H6073
,,55AH6059,S2C-070,沪A-H6059
,,55AH6145,S2C-072,沪A-H6145
,,55AH6136,S2C-073,沪A-H6136
,,55AT9549,S0D-154,沪A-T9549
,,55B03996,S0D-269,沪B-03996
,,55B03952,S0D-270,沪B-03952
,,55B03900,S0D-271,沪B-03900
,,55B03955,S0D-273,沪B-03955
,,55B03983,S0D-276,沪B-03983
,,55B02857,S0D-242,沪B-02857
,,55B02852,S0D-243,沪B-02852
,,55B02786,S0D-244,沪B-02786
,,55AD6565,S2A-002,沪A-D6565
,,55AD6595,S2A-003,沪A-D6595
,,55AH6069,S2C-093,沪A-H6069
,,55AH6117,S2C-094,沪A-H6117
,,55AK0955,S2C-095,沪A-K0955
,,050K0093,S0D-254,沪B-02871
,,05B03943,S0D-259,沪B-03943
,,05B03916,S0D-265,沪B-03916
,,050TST30,S0D-334,沪B-05946
,,05AD6660,S2A-027,沪A-D6660
,,05AH1943,S2A-036,沪A-H1943
,,05AH2035,S2A-049,沪A-H2035
,,05AH3743,S2A-060,沪A-H3743
,,05AH3759,S2A-063,沪A-H3759
,,55B04786,S0D-324,沪B-04786
,,55B04772,S0D-325,沪B-04772
,,55B07202,S0D-341,沪B-07202
,,55B07110,S0D-342,沪B-07110
,,55B07257,S0D-343,沪B-07257
,,55B07210,S0D-344,沪B-07210
,,55B07113,S0D-345,沪B-07113
,,55B07231,S0D-346,沪B-07231
,,55B07201,S0D-347,沪B-07201
,,55B07192,S0D-348,沪B-07192
,,55B07213,S0D-349,沪B-07213
,,55AT9446,S0D-143,沪A-T9446
,,55AT9440,S0D-145,沪A-T9440
,,55AT9431,S0D-147,沪A-T9431
,,55AT9463,S0D-148,沪A-T9463
,,05AP4238,S0A-022,沪A-P4238
,,05AR1079,S0A-051,沪A-R1079
,,05AS2230,S0A-060,沪A-S2230
,,05AS2355,S0A-066,沪A-S2355
,,05AS2371,S0A-071,沪A-S2371
,,05AS2213,S0A-077,沪A-S2213
,,05AS2821,S0A-086,沪A-S2821
,,05AL7186,S0B-004,沪A-L7186
,,05AL7119,S0B-007,沪A-L7119
,,05AQ7410,S0B-311,沪A-Q7410
,,05AS7441,S0C-010,沪A-S7441
,,05AS7488,S0C-013,沪A-S7488
,,05AS7447,S0C-019,沪A-S7447
,,050H0269,S0D-080,沪A-T7997
,,05T99997,S0D-162,沪A-T9620
,,05T99993,S0D-165,沪A-T9635
,,050A0150,S0D-169,沪A-T9640
,,050K0110,S0D-170,沪A-T9497
,,050G0186,S0D-182,沪A-T9641
,,05AT9643,S0D-189,沪A-T9643
,,05T99989,S0D-190,沪A-T9748
,,05B00728,S0D-209,沪B-00728
,,050TST44,S0D-215,沪B-00591
,,050TST88,S0D-218,沪B-01877
,,050K0079,S0D-023,沪A-T4945
,,050K0015,S0D-029,沪A-T4998
,,05T99984,S0D-034,沪A-T4872
,,05T99992,S0D-035,沪A-T4905
,,05T90002,S0D-037,沪A-T4920
,,55B03707,S0D-357,沪B-03707
,,55B03731,S0D-358,沪B-03731
,,050K0023,S0D-058,沪A-T7265
,,05AT7260,S0D-059,沪A-T7260
,,05T90004,S0D-060,沪A-T7125
,,05AT7149,N7A-002,沪A-T7149
,,05AT8143,N7A-037,沪A-T8143
,,55B03746,S0D-359,沪B-03746
,,55B03471,S0D-361,沪B-03471
,,55AH6076,S2C-074,沪A-H6076
,,55AH6057,S2C-077,沪A-H6057
,,55AS6899,P1B-199,沪A-S6899
,,55AS6898,P1B-200,沪A-S6898
,,55AT8273,P1B-201,沪A-T8273
,,55AT8157,P1B-202,沪A-T8157
,,55AT8255,P1B-204,沪A-T8255
,,55AT8179,P1B-205,沪A-T8179
,,55AT8170,P1B-206,沪A-T8170
,,050H0106,S0D-320,沪B-04820
,,55AT7871,S0D-084,沪A-T7871
,,05T99998,S0D-340,沪B-07179
,,55AT9447,S0D-175,沪A-T9447
,,55AT9687,S0D-179,沪A-T9687
,,260L0228,J7A-022,沪B-85201
,,05AD7923,S2A-029,沪A-D7923
,,05AD7949,S2A-030,沪A-D7949
,,05AG1661,S2A-031,沪A-G1661
,,05AG1695,S2A-032,沪A-G1695
