线路编码,线路名称,设备编码,内部编码,车牌号
10146,219路,559L2837,W0E-046,沪D-98231
10146,219路,559L0701,S0J-045,沪D-97800
10173,313路,050TST28,S0D-033,沪A-T4927
10174,314路,5530007F,S0D-364,沪B-03617
10192,338路,559L2542,S0E-032,沪B-17223
10774,451路,059L3093,W1A-041,沪D-94209
10774,451路,059L1195,W1A-042,沪D-94169
10774,451路,059L2180,W1A-043,沪D-94041
10774,451路,053L0311,W1A-045,沪D-94157
10774,451路,059L3045,W1A-046,沪D-94183
10774,451路,059L2872,W1A-047,沪D-94176
10774,451路,059L0861,W1A-048,沪D-94205
10774,451路,059L3096,W1A-035,沪D-94127
10774,451路,059L3095,W1A-037,沪D-94091
10774,451路,059L2901,W1A-015,沪D-94290
10774,451路,059L3085,W1A-063,沪D-97837
10774,451路,059L3101,W1A-064,沪D-98443
10774,451路,059L2847,W1A-011,沪D-86547
10774,451路,059L2820,W2H-041,沪D-99608
10774,451路,059L2778,W2H-042,沪D-99581
10774,451路,059L3089,W2H-043,沪D-99589
10774,451路,059L1602,W2H-045,沪D-99562
10774,451路,059L2884,W2H-046,沪D-94249
10774,451路,059L3104,W2H-047,沪D-99590
10774,451路,059L1133,W2H-048,沪D-99542
10774,451路,059L2846,W2H-049,沪D-99598
10774,451路,059L2954,W2H-050,沪D-99577
10774,451路,059L3039,W2H-051,沪D-99547
10774,451路,059L3011,W2H-053,沪D-99593
10774,451路,059L3020,W2H-055,沪D-99566
10774,451路,059L3015,W2H-057,沪D-99570
10774,451路,059L2931,W2H-059,沪D-99591
10774,451路,059L3178,W2H-052,沪D-99567
10774,451路,059L2743,W2H-054,沪D-99559
10774,451路,059L3061,W2H-056,沪D-94403
10774,451路,059L2911,W2H-058,沪D-99573
10774,451路,059L3057,W2H-060,沪D-99592
10774,451路,059L2936,W2H-044,沪D-99543
10774,451路,059L3006,W1A-012,沪D-82417
10774,451路,059L0134,W1A-013,沪D-82647
10774,451路,059L3168,W1A-014,沪D-82745
10774,451路,059L2600,W1A-016,沪D-82741
10774,451路,059L0752,W1A-034,沪D-94129
10774,451路,059L2826,W1A-036,沪D-94210
10774,451路,059L3257,W1A-038,沪D-94159
10774,451路,059L2703,W1A-039,沪D-94142
10774,451路,059L2867,W1A-040,沪D-94193
10532,453路,220E0084,S0G-114,沪B-82013
10532,453路,220E0314,S0G-115,沪B-82137
10532,453路,229L0164,S0G-108,沪B-81948
10532,453路,229L1029,S0G-117,沪B-82041
10532,453路,229L0072,S0I-126,沪D-58246
10532,453路,229L0092,S0G-116,沪B-82021
10532,453路,223L0335,S0I-125,沪D-58285
10532,453路,229L1636,S0G-090,沪B-81931
10532,453路,223L0375,S0G-088,沪B-81447
10532,453路,229L0053,S0G-123,沪B-82142
10532,453路,229L0080,S0G-122,沪B-82069
10532,453路,223L0355,S0G-119,沪B-82046
10532,453路,229L0597,S0G-118,沪B-82049
10532,453路,229L0662,S0G-109,沪B-82035
10221,454路,559L3014,S0J-049,沪D-97799
10221,454路,559L3084,S0J-048,沪D-97838
10221,454路,559L3091,S0J-047,沪D-97761
10221,454路,559L3025,S0J-038,沪D 97782
10221,454路,559L2869,S0J-037,沪D-97740
10221,454路,559L1079,X9B-290,沪B-33052
10221,454路,559L0139,W9C-001,沪B-65758
10221,454路,550E0934,W9B-178,沪B-T4306
10221,454路,550E0697,W9B-183,沪B-T4299
10221,454路,550E0655,W9B-177,沪B-T4281
10221,454路,550E0866,W9B-185,沪B-T4210
10221,454路,550E0641,W9B-179,沪B-T4229
10221,454路,550E0495,W9B-181,沪B-T4265
10221,454路,550E0652,W9B-180,沪B-T4047
10221,454路,550E0103,W9B-182,沪B-T4250
10221,454路,550E0714,W9B-184,沪B-T4179
10221,454路,559L3017,X9B-291,沪B-33025
10770,455路,059L2561,W0G-009,沪D-41280
10770,455路,059L3033,W1A-087,沪D-A0975
10770,455路,059L3227,W0G-011,沪D-41190
10770,455路,059L3167,W1A-083,沪D-A0865
10770,455路,059L2500,W1A-080,沪D-A0851
10770,455路,059L3073,W1A-010,沪D-80947
10770,455路,059L0738,W1A-008,沪D-94107
10770,455路,059L2854,W1A-007,沪D-94120
10770,455路,059L2887,W1A-009,沪D-82147
10770,455路,059L3119,W1A-086,沪D-A0825
10770,455路,059L2747,W0G-006,沪D-41281
10770,455路,053L0163,W0G-007,沪D-24943
10770,455路,059L1761,W1A-085,沪D-A0867
10770,455路,059L2587,W0G-008,沪D-41248
10770,455路,059L2870,W1A-088,沪D-A0862
10770,455路,059L3004,W1A-090,沪D-A0801
10770,455路,059L3005,W1A-092,沪D-A0839
10770,455路,059L2903,W1A-093,沪D-A0878
10770,455路,059L2905,W1A-079,沪D-A0938
10770,455路,059L2994,W1A-081,沪D-A0761
10770,455路,059L0129,W1A-082,沪D-A0988
10770,455路,059L3145,W1A-084,沪D-A0901
10770,455路,059L2314,W0G-048,沪D-61699
10770,455路,059L3172,W1A-091,沪D-A0817
10770,455路,059L3160,W1A-089,沪D-A0847
10770,455路,059L3158,W0G-010,沪D-24771
10219,572路,550K0146,S1B-017,沪B-82015
10219,572路,550K0143,S1B-018,沪B-82017
10219,572路,550H0063,S1B-016,沪B-81957
10219,572路,550K0183,S1B-025,沪B-81951
10219,572路,550H0146,S1B-024,沪B-81439
10219,572路,550H0003,S1B-022,沪B-82029
10219,572路,550A0158,S1B-021,沪B-82141
10219,572路,550K0151,S1B-019,沪B-82023
10219,572路,550H0123,S1B-023,沪B-81673
102191,572路区间1(三林)路,550H0002,S2F-058,沪B-25137
102191,572路区间1(三林)路,550K0246,W0A-009,沪B-15999
102191,572路区间1(三林)路,550K0247,W0A-008,沪B-15943
102191,572路区间1(三林)路,550K0251,S2F-118,沪B-26797
102191,572路区间1(三林)路,550J0597,S2F-117,沪B-26425
102191,572路区间1(三林)路,550G0105,S2F-116,沪B-26798
102191,572路区间1(三林)路,550K0265,S2F-115,沪B-26831
102191,572路区间1(三林)路,550K0260,S2F-114,沪B-26821
102191,572路区间1(三林)路,550K0066,S2F-113,沪B-26838
102191,572路区间1(三林)路,550J0929,S2F-112,沪B-26826
102191,572路区间1(三林)路,550K0257,S2F-111,沪B-26802
102191,572路区间1(三林)路,550A0086,S2F-066,沪B-25122
102191,572路区间1(三林)路,550G0048,S2F-065,沪B-24953
102191,572路区间1(三林)路,550J0658,S2F-064,沪B-24967
102191,572路区间1(三林)路,550H0104,S2F-063,沪B-25052
102191,572路区间1(三林)路,550L0046,S2F-062,沪B-25040
102191,572路区间1(三林)路,550H0006,S2F-061,沪B-24941
102191,572路区间1(三林)路,550L0294,S2F-060,沪B-25142
102191,572路区间1(三林)路,550H0099,S2F-059,沪B-25138
102191,572路区间1(三林)路,550J0696,S2F-057,沪B-25141
102191,572路区间1(三林)路,550K0080,S2F-056,沪B-25181
102191,572路区间1(三林)路,550H0010,S2F-055,沪B-25178
102191,572路区间1(三林)路,550H0014,S2F-054,沪B-25049
10220,573路,059L1316,S0E-144,沪B-23047
10220,573路,059L2958,S0E-019,沪B-17138
10220,573路,059L2261,S0E-148,沪B-23168
10220,573路,059L1818,S0E-152,沪B-23115
10220,573路,050J0619,S0E-011,沪B-17012
10220,573路,050G0162,S0E-001,沪B-17136
10220,573路,050J0562,S0E-002,沪B-17132
10220,573路,059L1659,S0E-077,沪B-18631
10220,573路,059L1922,S0E-139,沪B-22943
10220,573路,059L1740,S0E-150,沪B-23145
10220,573路,059L1914,S0E-142,沪B-23140
10220,573路,050K0126,S0E-004,沪B-17165
10220,573路,050H0131,S0E-003,沪B-17113
10220,573路,059L2132,S0E-136,沪B-23225
10220,573路,059L1887,S0E-147,沪B-23112
10220,573路,059L1746,S0E-141,沪B-22741
10220,573路,059L1899,S0E-151,沪B-23102
10220,573路,059L1670,S0E-140,沪B-23182
10220,573路,059L2807,S0E-138,沪B-23040
10220,573路,050K0156,S0E-012,沪B-17116
10220,573路,059L1728,S0E-145,沪B-23109
10220,573路,059L1834,S0E-149,沪B-23147
10220,573路,059L1342,S0E-143,沪B-23171
10220,573路,059L0758,S0E-078,沪B-18627
10220,573路,059L1662,S0E-082,沪B-18892
10220,573路,059L1327,S0E-083,沪B-18836
10220,573路,059L1657,S0E-085,沪B-18623
10220,573路,059L3264,S0E-086,沪B-18740
10220,573路,059L2058,S0E-094,沪B-18449
10220,573路,059L2546,S0E-146,沪B-23142
10222,576路,559L0234,W0F-075,沪D-58343
10222,576路,559L0502,W0F-089,沪D-58320
10222,576路,559L0056,W0F-074,沪D-58353
10222,576路,559L2692,S2F-075,沪B-24943
10222,576路,559L2686,S2F-076,沪B-24971
10222,576路,559L2708,S2F-079,沪B-25071
10222,576路,559L3036,S2F-080,沪B-25110
10222,576路,559L2804,S2F-081,沪B-25107
10222,576路,559L2616,S2F-083,沪B-25076
10222,576路,559L0510,W0F-073,沪D-58305
10222,576路,559L0035,W0F-018,沪D-55378
10222,576路,559L3111,W0F-021,沪D-55452
10222,576路,559L0031,W0F-023,沪D-55453
10222,576路,559L0042,W0F-025,沪D-55438
10222,576路,559L1313,W0F-027,沪D-55449
10222,576路,559L0033,W0F-030,沪D-55427
10222,576路,559L2723,S2F-077,沪B-24975
10222,576路,559L0518,W0F-069,沪D-58335
10222,576路,559L0880,S0E-179,沪B-23223
10222,576路,559L3122,W0F-022,沪D-55433
10222,576路,559L3291,S0E-182,沪B-23181
10222,576路,559L1317,S0E-183,沪B-23139
10222,576路,559L0012,W0F-024,沪D-55408
10222,576路,559L2262,W0F-071,沪D-58316
10222,576路,559L0246,W0F-072,沪D-58301
10222,576路,559L1957,S2F-119,沪B-26816
10222,576路,559L1929,S0E-178,沪B-23249
10222,576路,559L1312,S2F-069,沪B-24982
10222,576路,559L3141,S2F-070,沪B-25116
10222,576路,559L0629,S2F-071,沪B-25113
10222,576路,559L1081,S2F-072,沪B-25086
10222,576路,559L1019,S2F-073,沪B-24937
10222,576路,559L1326,S0E-186,沪B-23245
10222,576路,559L1570,S0E-187,沪B-23226
10222,576路,559L1393,W0F-026,沪D-55398
10222,576路,559L3196,W0F-028,沪D-55439
10222,576路,559L3256,W0F-029,沪D-55372
10222,576路,559L0034,W0F-031,沪D-55391
10222,576路,559L2076,S2F-078,沪B-25109
10222,576路,559L3238,W0F-019,沪D-55443
10222,576路,559L3007,W0F-020,沪D-55456
10222,576路,559L0507,W0F-070,沪D-58313
10222,576路,559L1700,W0F-090,沪D-58339
10222,576路,559L3355,S0J-055,沪D-D7763
10222,576路,559L3290,S0J-056,沪D-D7951
10224,581路,059L3306,W9B-208,沪D-39485
10224,581路,050K0196,S0E-224,沪B-29035
10224,581路,050K0089,S0E-222,沪B-29021
10224,581路,050A0132,S0E-221,沪B-29009
10224,581路,050H0150,S0E-112,沪B-19206
10224,581路,050H0143,S0E-111,沪B-19137
10224,581路,050K0083,S0E-110,沪B-19146
10224,581路,050H0084,S0E-106,沪B-19186
10224,581路,050K0094,S0E-105,沪B-18841
10224,581路,050G0185,S0E-104,沪B-19179
10224,581路,050K0019,S0E-103,沪B-19183
10224,581路,050K0040,S0E-027,沪B-17102
10224,581路,050G0116,S0E-026,沪B-16943
10224,581路,050K0286,S0E-025,沪B-17022
10224,581路,050G0130,S0E-023,沪B-17065
10224,581路,053L0146,W9B-203,沪D-39379
10224,581路,059L0019,W9B-201,沪D-39453
10224,581路,053L0153,W9B-204,沪D-39459
10224,581路,059L1606,W9B-200,沪D-39466
10224,581路,053L0145,W9B-205,沪D-39413
10224,581路,053L0147,W9B-202,沪D-39458
10224,581路,050K0177,S0E-024,沪B-17160
10224,581路,053L0154,W9B-207,沪D-39457
10224,581路,059L1238,W9B-206,沪D-39481
10224,581路,053L0152,W9B-209,沪D-39477
10225,583路,559L1569,W0A-060,沪B-18867
10225,583路,559L0125,W0A-200,沪B-53249
10225,583路,559L1087,W0A-058,沪B-18872
10225,583路,559L1573,W0A-052,沪B-18898
10225,583路,559L1520,W2B-017,沪B-47547
10225,583路,559L1780,W0A-061,沪B-18858
10225,583路,559L1364,W0A-054,沪B-18742
10225,583路,559L1190,W0A-176,沪B-45025
10225,583路,559L1003,W0A-172,沪B-45035
10225,583路,559L0904,W0A-171,沪B-45053
10225,583路,559L2052,W0A-074,沪B-27396
10225,583路,559L3383,W2B-016,沪B-47545
10225,583路,559L1206,W0A-067,沪B-18782
10225,583路,559L1151,W0A-072,沪B-27343
10225,583路,559L1533,W0A-164,沪B-39475
10225,583路,553L0295,W2B-024,沪B-89113
10225,583路,559L1505,W2B-023,沪B-89126
10225,583路,559L1302,W2B-022,沪B-89128
10225,583路,559L1567,W2B-021,沪B-89043
10225,583路,559L1518,W2B-020,沪B-88432
10225,583路,559L1502,W2B-019,沪B-87743
10225,583路,559L1016,W0A-065,沪B-18889
10225,583路,559L1514,W0A-063,沪B-18885
10225,583路,559L3302,W2B-018,沪B-47425
10225,583路,559L1239,W0A-059,沪B-18916
10232,604路,550H0956,W0D-020,沪B-82413
10232,604路,550K0285,W0D-022,沪B-82248
10232,604路,550L0166,W0D-035,沪B-82441
10232,604路,550A0162,W0D-026,沪B-82455
10232,604路,550H0026,W0D-027,沪B-82465
10232,604路,550H0040,W0D-024,沪B-82410
10232,604路,550H0194,W0D-023,沪B-82431
10232,604路,550H0025,W0D-019,沪B-82430
10232,604路,550L0202,W0D-021,沪B-82473
10232,604路,550H0039,W0D-025,沪B-82445
10236,610路,559L1557,S2H-055,沪B-E2565
10236,610路,559L1186,S2H-036,沪B-E2600
10236,610路,559L1552,S2H-048,沪B-E2633
10236,610路,559L1560,S2H-044,沪B-E2636
10236,610路,559L1320,S2H-052,沪B-E2643
10236,610路,559L1534,S2H-047,沪B-E2650
10236,610路,559L1348,S2H-037,沪B-E0646
10236,610路,559L0089,S2H-053,沪B-E0998
10236,610路,559L1328,S2H-038,沪B-E1940
10236,610路,559L1556,S2H-051,沪B-E2446
10236,610路,559L1356,S2H-045,沪B-E0949
10236,610路,559L1572,W2B-001,沪B-47413
10236,610路,559L1563,W2B-002,沪B-47452
10236,610路,559L1332,W2B-003,沪B-47549
10236,610路,559L1388,W2B-004,沪B-47405
10236,610路,559L0866,W2B-005,沪B-47419
10236,610路,559L1555,W2B-007,沪B-47412
10236,610路,559L1334,W2B-008,沪B-47403
10236,610路,559L1598,W2B-009,沪B-47240
10236,610路,559L1357,W2B-010,沪B-47243
10236,610路,559L1321,W2B-015,沪B-47347
10236,610路,559L1243,S2H-042,沪B-E1143
10236,610路,559L2332,W2B-006,沪B-47351
10236,610路,559L1525,W2B-036,沪B-87472
10236,610路,559L1322,W2B-037,沪B-89123
10236,610路,559L1166,S2H-039,沪B-E0545
10236,610路,559L0020,S2H-058,沪B-E2542
10236,610路,559L1531,S2H-057,沪B-E2532
10236,610路,559L1588,S2H-056,沪B-E2475
10236,610路,559L1519,S2H-054,沪B-E2639
10236,610路,559L1340,S2H-050,沪B-E2547
10236,610路,559L1336,S2H-049,沪B-E0242
10236,610路,559L2731,S2H-046,沪B-E2541
10236,610路,559L3171,S2H-043,沪B-E2463
10236,610路,559L1381,S2H-041,沪B-E1029
10236,610路,559L1373,S2H-040,沪B-E2649
10236,610路,559L1338,S2H-059,沪B-E2467
10237,611路,229L1277,W9A-283,沪B-D2496
10237,611路,229L1162,W9A-284,沪B-D2470
10237,611路,223L0374,W9A-270,沪B-D2459
10237,611路,229L1030,W9A-286,沪B-D2445
10237,611路,229L1072,W9A-271,沪B-D2468
10237,611路,229L1168,W9A-275,沪B-D2467
10237,611路,223L0359,W9A-148,沪B-81949
10237,611路,229L1221,W9A-272,沪B-D2453
10237,611路,229L0600,W9A-273,沪B-D2471
10237,611路,229L1188,W9A-274,沪B-D2400
10237,611路,229L0590,W9A-276,沪B-D2452
10237,611路,229L1178,W9A-277,沪B-D2487
10237,611路,229L2306,W9A-278,沪B-D2518
10237,611路,223L0401,W9A-280,沪B-D2466
10237,611路,229L1240,W9A-281,沪B-D2407
10237,611路,229L1037,W9A-282,沪B-D2422
10237,611路,229L1183,W9A-285,沪B-D2447
10238,614路,059L1805,W9B-026,沪B-E0443
10238,614路,059L1876,W9B-027,沪B-D9741
10238,614路,059L1642,W9B-028,沪B-E0149
10238,614路,059L1643,W9B-029,沪B-E0172
10238,614路,050H0271,X9B-295,沪B-91316
10238,614路,059L1648,W9B-031,沪B-E0249
10238,614路,050E0700,W9B-156,沪B-T4223
10238,614路,050E0651,W9B-157,沪B-T4221
10238,614路,050E0741,W9B-158,沪B-T4211
10238,614路,059L1655,W9B-030,沪B-D9747
10507,636路,059L2026,S9A-059,沪B-91403
10507,636路,059L2012,S9A-071,沪B-91401
10507,636路,059L2249,S9A-070,沪B-91187
10507,636路,059L2103,S9A-069,沪B-91375
10507,636路,059L2142,S9A-067,沪B-91342
10507,636路,059L1835,S9A-066,沪B-91346
10507,636路,059L2151,S9A-063,沪B-91412
10507,636路,059L2004,S9A-061,沪B-91411
10507,636路,059L2080,S9A-058,沪B-91347
10507,636路,059L2044,X0B-017,沪B-27931
10507,636路,059L2380,X0B-006,沪B-28061
10507,636路,059L2303,X0B-002,沪B-28006
10507,636路,059L2105,S9A-060,沪B-91219
10507,636路,059L2361,X0B-001,沪B-27792
10507,636路,059L2194,X0B-021,沪B-27975
10507,636路,059L2069,S9A-065,沪B-91249
10507,636路,059L2168,S9A-068,沪B-91257
10507,636路,059L3052,S9A-062,沪B-91267
10507,636路,059L2002,S9A-056,沪B-91409
10507,636路,059L2178,X0B-008,沪B-28069
10507,636路,059L2161,S9A-054,沪B-91246
10507,636路,059L3330,S9A-051,沪B-91372
10507,636路,059L2053,S9A-064,沪B-90971
10507,636路,059L2006,X0B-009,沪B-28078
10507,636路,059L1988,S9A-057,沪B-91297
10507,636路,059L2273,S9A-053,沪B-91383
10507,636路,059L2286,S9A-055,沪B-91283
10507,636路,059L2652,S9A-052,沪B-91418
105071,636路区间,059L2046,X0B-016,沪B-28060
105071,636路区间,059L2110,X0B-055,沪B-71327
105071,636路区间,059L1968,S9A-075,沪B-91370
105071,636路区间,059L0840,X0B-015,沪B-27891
105071,636路区间,059L2007,X0B-056,沪B-71446
10253,638路,550E0692,W9D-002,沪D01579
10253,638路,559L0006,W0A-162,沪B-39453
10253,638路,559L0942,W0A-161,沪B-39421
10253,638路,559L1545,W2B-041,沪B-89163
10253,638路,559L0625,S0E-050,沪B-17146
10253,638路,559L2917,S0J-053,沪D-97737
10253,638路,559L0630,S0J-054,沪D-97810
10253,638路,559L2653,W2B-040,沪B-89201
10253,638路,559L2625,S0E-047,沪B-17249
10253,638路,550E0635,W9D-001,沪D-01570
10253,638路,559L2711,S0E-056,沪B-17217
10253,638路,559L1956,S0E-133,沪B-22599
10253,638路,559L2957,S0E-048,沪B-17256
10253,638路,559L3181,S0E-049,沪B-17235
10253,638路,550E0739,W9D-003,沪D01529
10253,638路,559L2724,S0E-185,沪B-23246
10253,638路,559L2719,S0E-196,沪B-23216
10253,638路,559L2668,S0E-121,沪B-22598
10253,638路,559L2639,S0E-132,沪B-22591
10254,639路,059L0003,W9A-248,沪B-D2263
10254,639路,059L0848,W9A-252,沪B-D2348
10254,639路,059L0790,W9A-266,沪B-D2372
10254,639路,059L0732,W9A-255,沪B-D2251
10254,639路,059L0844,W9A-256,沪B-D2340
10254,639路,059L0851,W9A-263,沪B-D2319
10254,639路,059L0822,W9A-261,沪B-D2267
10254,639路,059L3048,W9A-267,沪B-D2325
10254,639路,059L0761,W9A-246,沪B-D2203
10254,639路,059L0849,W9A-260,沪B-D2185
10254,639路,059L0615,W9A-259,沪B-D2313
10254,639路,059L0831,W9A-250,沪B-D2303
10255,640路,059L3392,S0E-246,沪B-51429
10255,640路,059L1808,S0E-228,沪B-43479
10255,640路,059L3392,S0E-246,沪B-51429
10255,640路,059L1678,S0E-209,沪B-26430
10255,640路,059L1706,S0E-210,沪B-26447
10255,640路,059L1858,S0E-115,沪B-19049
10255,640路,059L1653,S0E-116,沪B-19120
10255,640路,059L1878,S0E-117,沪B-17947
10255,640路,059L3266,S0E-118,沪B-19043
10255,640路,059L1811,S0E-119,沪B-19132
10255,640路,059L1753,S0E-211,沪B-26380
10255,640路,059L1744,S0E-212,沪B-26431
10255,640路,059L2281,S0E-213,沪B-26469
10255,640路,059L1018,S0E-214,沪B-26409
10255,640路,059L2386,S0E-215,沪B-26373
10255,640路,059L2385,S0E-216,沪B-26477
10255,640路,059L2181,S0E-234,沪B-43487
10255,640路,059L2376,S0E-235,沪B-43477
10255,640路,059L0225,S0E-231,沪B-43473
10255,640路,059L2125,S0E-232,沪B-43340
10255,640路,059L1757,S0E-198,沪B-24879
10255,640路,059L1804,S0E-199,沪B-24645
10255,640路,059L1827,S0E-200,沪B-24833
10255,640路,059L2388,S0E-217,沪B-28917
10255,640路,059L2242,S0E-218,沪B-29017
10255,640路,059L2115,S0E-219,沪B-29036
10255,640路,059L2345,S0E-220,沪B-27947
10255,640路,059L3392,S0E-246,沪B-51429
10937,772路,550E0063,W9B-053,沪B-R2533
10937,772路,550E0235,W9B-052,沪B-R2540
10937,772路,559L1549,W9B-198,沪-D39177
10937,772路,559L0122,W9A-297,沪B-67673
10937,772路,550E0383,W9B-054,沪B-R2521
10937,772路,559L1673,W9B-199,沪-D39151
10937,772路,559L2051,W9A-296,沪B-67481
10329,774路,059L0573,W0G-027,沪D-61705
10329,774路,059L0562,W0G-042,沪D-61653
10329,774路,059L2824,W0G-039,沪D-61703
10329,774路,059L0593,W0G-038,沪D-61646
10329,774路,053L0312,W0G-037,沪D-61650
10329,774路,059L0607,W0G-036,沪D-61543
10329,774路,059L1923,W0G-046,沪D-61725
10329,774路,059L0569,W0G-032,沪D-61565
10329,774路,059L0639,W0G-031,沪D-61676
10329,774路,059L0583,W0G-045,沪D-61591
10329,774路,059L0638,W0G-043,沪D-61601
10329,774路,059L0716,W0G-033,沪D-61690
10329,774路,059L2906,W0G-029,沪D-61717
10329,774路,059L0549,W0G-035,沪D-61571
10329,774路,059L0555,W0G-028,沪D-61665
10329,774路,053L0175,W0G-012,沪D-41308
10329,774路,059L1610,W0G-026,沪D-61579
10329,774路,059L0616,W0G-025,沪D-61683
10329,774路,059L3328,W0G-024,沪D-61697
10329,774路,059L0232,W0G-013,沪D-41257
10329,774路,059L0596,W0G-044,沪D-61695
10329,774路,059L0634,W0G-034,沪D-61679
10329,774路,059L1971,W9B-023,沪B-E0246
10329,774路,053L0300,W9B-024,沪B-E0241
10329,774路,059L0546,W0G-047,沪D-61663
10329,774路,059L0884,W9A-265,沪B-D2273
10329,774路,059L0952,W9A-268,沪B-D2361
10329,774路,059L0887,W9A-253,沪B-D2327
10329,774路,059L0538,W0G-030,沪D-61687
10329,774路,059L0685,W0G-040,沪D-61691
10329,774路,059L0688,W0G-041,沪D-61625
10330,775路,050E0441,W9B-138,沪B-Q7142
10330,775路,050E0473,W9B-137,沪B-R7291
10330,775路,053L0120,S0I-080,沪D-45687
10330,775路,050E0502,W9B-123,沪B-R2922
10330,775路,050E0455,W9B-124,沪B-R2935
10330,775路,050E0522,W9B-136,沪B-R2911
10330,775路,050E0240,W9B-135,沪B-R7040
10330,775路,050E0530,W9B-134,沪B-R2930
10330,775路,050E0558,W9B-133,沪B-R7240
10330,775路,059L0739,S0I-081,沪D-45578
10330,775路,050E0389,W9B-125,沪B-R7247
10330,775路,050K0224,S0E-013,沪B-17045
10330,775路,050E0517,W9B-132,沪B-R2901
10330,775路,050E0465,W9B-131,沪B-Q7421
10330,775路,050E0471,W9B-130,沪B-R7321
10330,775路,050E0474,W9B-129,沪B-R7283
10330,775路,050E0416,W9B-127,沪B-R7329
10330,775路,050E0421,W9B-126,沪B-R2919
10331,777路,059L2397,S0I-082,沪D-45695
10331,777路,059L3282,S0I-084,沪D-45709
10331,777路,053L0111,S0I-083,沪D-45648
10331,777路,059L1102,S0I-085,沪D-45659
10566,778路,220A0088,S0G-056,沪B-80721
10566,778路,220K0087,S0H-023,沪B-27915
10566,778路,220A0067,S0H-058,沪B-42460
10566,778路,220J0621,S0G-050,沪B-80375
10566,778路,220E0069,S0H-055,沪B-42493
10566,778路,220K0207,S0G-039,沪B-67457
10566,778路,220H0050,S0H-024,沪B-27926
10566,778路,220A0143,S0G-060,沪B-80640
10332,779路,059L1696,S2H-011,沪B-D9147
10332,779路,059L2677,S0I-044,沪D-11935
10332,779路,059L1674,S2H-013,沪B-D9273
10332,779路,059L1927,S2H-014,沪B-D9245
10332,779路,059L1685,S2H-015,沪B-D9240
10332,779路,059L1621,S2H-016,沪B-D8947
10332,779路,059L0017,S2H-017,沪B-D7847
10332,779路,059L1718,S2H-019,沪B-D9421
10332,779路,059L1801,S2H-020,沪B-D9145
10332,779路,059L0668,S0I-045,沪D-16755
10332,779路,059L1035,S0I-086,沪D-41450
10332,779路,059L2943,W1A-049,沪D-A0923
10332,779路,059L0957,W1A-050,沪D-A0992
10332,779路,059L0864,S0I-040,沪D-16762
10332,779路,059L0074,S0I-042,沪D-16763
10332,779路,059L0877,S0I-043,沪D-11989
10332,779路,059L2371,S2H-018,沪B-D9040
10332,779路,059L1669,S0I-046,沪D-11975
10332,779路,059L0228,S0I-041,沪D-11905
10332,779路,053L0266,S2H-012,沪B-D9405
10333,780路,550K0178,W0D-017,沪B-82442
10333,780路,550H0055,S1B-030,沪B-81973
10333,780路,550A0197,S1B-020,沪B-82016
10333,780路,550H0045,W0D-012,沪B-82347
10333,780路,550L0293,S0E-120,沪B-22585
